Product Name,Price,Ratings
"2019 Newest Lenovo Ideapad S145 15.6"" HD LED-backlit Widescreen Laptop, Intel Pentium Gold 5405U 2.30GHz Processor, 16GB RAM, 512GB Solid State Drive, Wireless-AC, Bluetooth, Windows 10, Granite Black",$399.99,4.0 out of 5 stars
"ASUS Chromebook C200MA-DS01 11.6"" Laptop - Intel Bay Trail-M Celeron N2830 (2.16 GHz), 2GB RAM, 16GB eMMC SSD, Chrome OS (Renewed)",$100.00,3.8 out of 5 stars
"Microsoft Surface Laptop (1st Gen) EUP-00001 Laptop (Windows 10 S, Intel Core i7, 13.5"" LCD Screen, Storage: 1000 GB, RAM: 16 GB) Platinum","$1,999.99",4.2 out of 5 stars
"2019 ASUS 15.6"" High Performance Laptop Computer, AMD Quad-Core A12-9720P Processor up to 3.6GHz, 8GB DDR4 RAM, 128GB SSD, AMD Radeon R7 Graphics, WiFi, Bluetooth, USB 3.0, HDMI, Windows 10 Home",$347.38,3.8 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",$379.99,4.2 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Dell Latitude E5470 14"" Business Laptop Computer: Intel Core i5 6300U up to 3.0GHz/ 8GB DDR4 RAM/ 256GB SSD/ WiFi/ Bluetooth/ USB 3.0/ HDMI/ Windows 10 Professional (Renewed)",$299.99,-1
"HP Chromebook G1 14"" Intel Celeron Dual Core, 1.4GHz, 4GB Ram, 16GB SSD Laptop - Black/Silver - J2L41UT#ABA (Renewed)",$129.99,4.0 out of 5 stars
"HP 15.6"" HD LED Backlight Premium Laptop | AMD A6-9225 2.6GHz | 8GB DDR4 RAM | 1TB HDD | DVD-RW | Gigabit Ethernet | HDMI | USB 3.0 | SD Card Reader | Windows 10 | Jet Black",$399.00,-1
"2019 Lenovo ThinkPad T440 Ultrabook Business Laptop Computer: 14"" HD+, Intel Core i7-4600U up to 3.3GHz, 12GB RAM, 256GB SSD, WiFi, Bluetooth, USB 3.0, Windows 10 Professional (Renewed)",$459.00,-1
"Dell Latitude E5420 Laptop, HDMI, Intel Core i3 2.1GHz, 4GB DDR3, 160GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition (Renewed)",$176.48,4.8 out of 5 stars
"2019 Lenovo S145 15.6"" FHD Premium Laptop Computer, 8th Gen Intel Quad-Core i7-8565U Up to 4.6GHz, 12GB DDR4 RAM, 256GB SSD, 802.11ac WiFi, Bluetooth, USB 3.0, HDMI, Gray, Windows 10 Home",$744.00,3.9 out of 5 stars
"2018 Newest Lenovo Ideapad 15.6"" HD Premium High Performance Laptop, AMD Quad-core A12-9720P processor 2.7GHz, 8GB DDR4, 1TB HDD, DVD, Webcam, 802.11AC, HDMI, USB Type-C, Bluetooth, Windows 10",$390.00,3.6 out of 5 stars
"2019 Newest Dell Inspiron 15 5570 15.6 Inch Touchscreen FHD 1080p Laptop (Intel 4-Core i7-8550U up to 4.0GHz, 32GB DDR4 RAM, 2TB HDD, Intel UHD 620, Backlit KB, Windows 10)","$1,023.17",-1
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"2019 HP 17.3"" HD+ Touchscreen Laptop Computer, AMD Quad-Core Ryzen 5 2500U up to 3.6GHz (Beat i7-7500U), 12GB DDR4 RAM, 1TB HDD, DVDRW, 802.11ac WiFi, Bluetooth 4.2, USB 3.1, HDMI, Windows 10 Home",$624.00,5.0 out of 5 stars
"HP Stream 14-inch Laptop, AMD Dual-Core A4-9120E Processor, 4 GB SDRAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for One Year (14-ds0070nr, Diamond White)",$229.99,5.0 out of 5 stars
"HP 14"" Touchscreen Home and Business Laptop Ryzen 3-3200U, 12GB RAM, 512GB M.2 SSD, Dual-Core up to 3.50 GHz, Vega 3 Graphics, RJ-45, USB-C, 4K Output HDMI, Bluetooth, Webcam, 1366x768, Win 10",$0,-1
"Dell ChromeBook 11 -Intel Celeron 2955U, 4GB Ram, 16GB SSD, WebCam, HDMI, (11.6 HD Screen 1366x768) (Renewed)",$95.63,3.6 out of 5 stars
"Acer Predator Helios 300 Gaming Laptop PC, 15.6 inches Full HD 144Hz 3ms IPS Display, Intel i7-9750H, GTX 1660 Ti 6GB, 16GB DDR4, 256GB PCIe NVMe SSD, Backlit Keyboard, PH315-52-78VL","$1,087.82",4.3 out of 5 stars
"HP 14"" Touchscreen Home and Business Laptop Ryzen 3-3200U, 4GB RAM, 256GB M.2 SSD, Dual-Core up to 3.50 GHz, Vega 3 Graphics, RJ-45, USB-C, 4K Output HDMI, Bluetooth, Webcam, 1366x768, Win 10",$0,-1
"ASUS 15.6"" Gaming Laptop Ryzen 5, 32GB RAM, 256GB SSD + 1TB HDD, GTX 1050, 4 Cores up to 3.7GHz Processor, DDR4, Backlit Keyboard, Wi-Fi, 1920x1080, HDMI, Webcam",$832.00,4.4 out of 5 stars
"Lenovo 15.6"" HD Premium Home and Business Laptop, AMD Dual Core A9-9425 Processor Upto 3.7GHz, 16GB RAM, 1024GB SSD, DVD-RW, AMD Radeon R5 Graphics, WiFi, HDMI, Webcam, Bluetooth, Windows 10",$543.00,-1
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",$379.99,4.2 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"New ! Dell Inspiron i3583 15.6"" HD Touch-Screen Laptop - Intel i5-8265U - 8GB DDR4-256GB SSD - Windows 10 - Wireless-AC - Bluetooth, SD Card Reader, HDMI & USB 3.1 -Waves MaxxAudio Pro- Black",$417.98,-1
"Acer Aspire 1 A114-32-C1YA, 14"" Full HD, Intel Celeron N4000, 4GB DDR4, 64GB eMMC, Office 365 Personal, Windows 10 Home in S mode",$240.51,3.6 out of 5 stars
"Newest Lenovo Ideapad S145 15.6"" HD Laptop, AMD A6-9225 2.6GHz, 8GB DDR4 RAM, AMD Radeon R4, 500GB HDD, HDMI, Wi-Fi, Bluetooth, Windows 10 Home, Black",$278.80,-1
"HP Pavilion 10.1in 2-in-1 touchscreen laptop, Intel Quad-Core, 2GB, 32GB eMMC (Renewed)",$209.99,2.8 out of 5 stars
"ASUS VivoBook F510UA Thin and Lightweight 15.6” FHD WideView NanoEdge Laptop, Intel Core i5-7200U 2.5GHz, 8GB DDR4 RAM, 1TB HDD, USB Type-C, Fingerprint Reader, Windows 10 – F510UA-AH50",$499.00,3.4 out of 5 stars
Dell Inspiron 15.6” Touch Screen Intel Core i3 128GB Solid State Drive Laptop,$321.00,4.0 out of 5 stars
"Newest Acer Aspire E 15 Full HD Laptop with 15.6"" 1920x1080 LED-Backlit Display, Intel Core i3-8130U Up to 3.4GHz, 6GB RAM, 1TB HDD, Webcam, DVD, USB 3.1 Type-C, 802.11ac, Bluetooth, HDMI, Windows 10",$339.98,4.0 out of 5 stars
"Dell 11-3120 Intel Celeron N2840 X2 2.16GHz 4GB 16GB SSD 11.6"", Black (Renewed)",$99.99,3.7 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",$289.99,3.3 out of 5 stars
"2019 New Lenovo 300e Flagship 2-in-1 Business Laptop/Tablet, 11.6"" HD IPS Touchscreen, Intel Celeron Quad-Core N3450 up to 2.2GHz, 4GB DDR4, 64GB eMMC, Windows 10 S/Pro, Choose Flash Drive",$258.98,4.3 out of 5 stars
"2019 Asus Vivobook 11.6"" Thin and Lightweight Laptop Computer, Intel Celeron N4000 up to 2.6GHz, 2GB DDR4 RAM, 32GB eMMC, 802.11AC WiFi, Bluetooth 4.1, USB-C 3.1, HDMI, Star Gray, Windows 10 in S Mode",$155.98,4.4 out of 5 stars
"2019 Latest Lenovo S130-14 Laptop PC Intel Celeron N4000 1.1Ghz (Upto 2.6 Ghz), 4GB, 64GB eMMC SSD, 14.0"" (1366x768) HD Display Windows 10 Midnight Blue Color",$192.90,5.0 out of 5 stars
"Asus Laptop L406 Thin and Light Laptop, 14” HD, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC Storage, Wi-Fi 5, Windows 10, Blue, L406MA-AB02-BL, One Year of Microsoft Office 365",$249.99,3.6 out of 5 stars
"2019 HP Stream 14” FHD Laptop Computer, Intel Celeron N3060 up to 2.48GHz, 4GB RAM, 64GB SSD, 802.11ac WiFi, Bluetooth, HDMI, 1-Year Office 365, Windows 10",$229.00,3.7 out of 5 stars
"Lenovo wt-81FY000SUS 300e Winbook Touchscreen LCD 2 in 1 Notebook, Windows 10 Pro, Intel Celeron N3450, 1.1 GHz, 64 GB, 11.6""",$199.99,3.2 out of 5 stars
"2018 Dell Inspiron High Performance Laptop, AMD A6-9220e processor 2.5GHz, 11.6"" HD Display, 4GB DDR4 SDRAM, 32GB eMMC Flash Memory, Windows 10 (Gray)",$169.85,3.0 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
